# Sentences appearing in many DISTINCT patents, with the vocabulary they carry.
# Each passage is ONE attestation regardless of how many documents repeat it.
# docs	n_terms	terms	passage
30	3	comprise,intended,plant	crop protection compositions comprise compositions which are intended for the managing of plant diseases, weeds and other pests (both vertebrate and invertebrate) that damage agricultural crops and forestry.
22	4	art,base,effect,mixed	these values are dependent on the nature of the article to be perfumed and on the desired organoleptic effect as well as on the nature of the co-ingredients in a given base when the compounds according to the invention are mixed with perfuming co-ingredients, solvents or additives commonly used in the art.
22	4	acid,art,comprise,neutral	they comprise, for example, as main constituent, a complex zinc salt of ricinoleic acid or specific, largely odour-neutral fragrances which are known to the person skilled in the art as “fixatives”, such as, for example, extracts of labdanum or styrax or certain abietic acid derivatives.
22	4	base,comprise,origin,water	for the compositions which comprise both a perfumery carrier and a perfumery base, other suitable perfumery carrier, than those previously specified, can be also ethanol, water/ethanol mixtures, limonene or other terpenes, isoparaffins such as those known under the trademark isopar® (origin: exxon chemical) or glycol ethers and glycol ether esters such as those known under the trademark dowanol® (origin: dow chemical company).
29	3	case,effect,them	the nature and type of the constituents of the consumer product do not warrant a more detailed description here, which in any case would not be exhaustive, the skilled person being able to select them on the basis of its general knowledge and according to the nature and the desired effect of said product.
29	3	care,foot,hand	skin creams and lotions, face creams and lotions, sunscreen creams and lotions, after-sun creams and lotions, hand creams and lotions, foot creams and lotions, hair removal creams and lotions, after-shave creams and lotions, tanning creams and lotions, hair care products such as e.g.
43	2	case,formulations	these formulations do not warrant a detailed description here which would in any case not be exhaustive.
17	5	acid,called,fatty,head,technical	examples of such monocarboxylic acids are caproic acid, caprylic acid, capric acid and technical mixtures thereof such as, for example, so-called head-fractionated fatty acid.
28	3	comprise,origin,water	for the compositions which comprise both a perfumery carrier and a perfumery co-ingredient, other suitable perfumery carriers than those previously specified, can be also ethanol, water/ethanol mixtures, limonene or other terpenes, isoparaffins such as those known under the trademark isopar® (origin: exxon chemical) or glycol ethers and glycol ether esters such as those known under the trademark dowanol® (origin: dow chemical company).
21	4	acid,alcohol,fatty,mixed	mixed esters of pentaerythritol, fatty acids, citric acid and fatty alcohol and/or mixed esters of c 6-22 fatty acids, methyl glucose and polyols, preferably glycerol or polyglycerol, polyalkylene glycols and glycerol carbonate.
28	3	acetate,ethyl,fruity	fruity ingredients: gamma-undecalactone, 2,2,5-trimethyl-5-pentylcyclopentanone, 2-methyl-4-propyl-1,3-oxathiane, 4-decanolide, ethyl 2-methyl-pentanoate, hexyl acetate, ethyl 2-methylbutanoate, gamma-nonalactone, allyl heptanoate, 2-phenoxyethyl isobutyrate, ethyl 2-methyl-1,3-dioxolane-2-acetate, 3-(3,3/1,1-dimethyl-5-indanyl)propanal, diethyl 1,4-cyclohexanedicarboxylate, 3-methyl-2-hexen-1-yl acetate, 1-[3,3-dimethylcyclohexyl]ethyl [3-ethyl-2-oxiranyl]acetate and/or diethyl 1,4-cyclohexane 
28	3	apple,concise,tart	however, the odor of a typically tart apple can also be concise.
21	4	acid,extract,fatty,plant	alpha-hydroxy fatty acids, palmitic acid, phytic acid, lactoferrin), alpha-hydroxy acids (for example citric acid, lactic acid, malic acid), humic acid, bile acid, bile extracts, bilirubin, biliverdin, boldin (=alkaloid from the plant peumus boldus, boldo extract, edta, egta and derivatives thereof, unsaturated fatty acids and derivatives thereof (e.g.
81	1	aforementioned	the proportions in which the compounds according to the invention can be incorporated into the various aforementioned articles or compositions vary within a wide range of values.
27	3	art,effect,how	the use of solid carrier is of current use in the art and a person skilled in the art knows how to reach the desired effect.
27	3	adding,form,water	c) adding the oil phase to the water phase to form an oil-in-water dispersion, wherein the mean droplet size is comprised between 1 and 500 μm, preferably between 5 and 50 μm;
27	3	acid,fatty,optionally	examples of other suitable polyolesters are the mono-, di- and triesters of trimethylol propane or pentaerythritol with lauric acid, cocofatty acid, tallow fatty acid, palmitic acid, stearic acid, oleic acid, behenic acid and the like optionally reacted with 1 to 30 mol ethylene oxide.
27	3	care,color,preparation	a shampoo, a coloring preparation or a hair spray, a color-care product, a hair shaping product, a dental care product), a disinfectant, an intimate care product;
27	3	chemicals,positive,properties	furthermore, aroma chemicals should also have additional positive secondary properties, such as e.g.
20	4	called,properties,synthetic,waxy	the properties can be further optimized by so-called “coating” with suitable materials with regard to a more targeted release of the scent, for which purpose preferably waxy synthetic substances such as e.g.
40	2	ethyl,muguet	super muguet™ ((e)-6-ethyl-3-methyloct-6-en-1-ol);
20	4	based,form,preparation,process	typically a process for the preparation of polyurea or polyurethane-based microcapsule slurry include the following steps: a) dissolving at least one polyisocyanate having at least two isocyanate groups in an oil to form an oil phase;
20	4	art,case,determined,easily	the amounts of cosmetic or dermatological auxiliary agents and additives and perfume to be used in each case can easily be determined by the person skilled in the art by simple trial and error, depending on the nature of the particular product.
20	4	care,deodorants,fresheners,preparations	examples of suitable consumer product bases include solid or liquid detergents and fabric softeners as well as all the other articles common in perfumery, namely perfumes, colognes or after-shave lotions, perfumed soaps, shower or bath salts, mousses, oils or gels, hygiene products or hair care products such as shampoos, body-care products, deodorants or antiperspirants, air fresheners and also cosmetic preparations.
