# INDEPENDENT ATTESTATIONS — distinct sentences a term was harvested from.
# A sentence copied into 100 patents is ONE attestation.
# Uses vocab.py's own PRE/POST/STOP, so `docs` matches vocab.py exactly.
# term	docs	attestations	copy_factor	top_share	top_sentence
adding	34	43	0.79	0.059	generally, an unpleasant smell of a substance or a composition is improved by adding a compound exhibiting a malodour coverage effect, however the added compound does not improve the unpleasant smell of the substance or composition due to a beneficial intrinsic odour of the added compound
through	34	42	0.81	0.059	dimethyloctadienol, industrially known as “linalool”, with an authentic, floral-wooden smell with a slight citrus influence, gains the elegant-fruity scent impression of the freesia flower through the addition of 10% (with regard to the total weight of dimethyloctadienol) of an isomer mixture of cyc
animalic	34	93	0.37	0.059	in this case, the heavier animalic notes of the (−)-alpha-pinene are preferred for the character profile to enhance the richness and body, whereas the light apple notes of the (+)-alpha-pinene are too ethereal and fleeting
hydrophobic	34	30	1.13	0.088	absorption of perfume can be enhanced by choosing perfumery materials with a hydrophobic character or mixing a hydrophobic oil into the perfume
patchouli	34	90	0.38	0.059	incorporation of this new odorant conveys a natural resinous-woody, balsamic character that enhances the fresh-aromatic theme of the composition without dominating the fragrance with its patchouli note
quality	34	41	0.83	0.059	for example, an initial impression of the fragrance can maintain its quality, as perceived by a panel of experts or professional evaluators or individual experts or professional evaluators, for a longer period of time relative to a corresponding fragrance that is free of any one of the modulators, o
together	34	39	0.87	0.059	the odor of said nitrile is more sandalwood/woody and as much violet as the equivalent irone which is more orris-balsamic other compounds of formula (i) are also described in table (i) herein below, together with their odors: table 1 structure and odor characteristics of the invention&#39;s compound
corresponding	34	48	0.71	0.059	in contrast, the slope p and slope q of inventive samples 7 and 8 respectively both have a gentle gradient indicating a reduced perfume weight loss and corresponding reduced scent intensity
combination	33	41	0.80	0.061	furthermore, they should be capable, in combination with other aroma chemicals, of providing novel advantageous sensory profiles
composed	33	14	2.36	0.576	the term “aroma profile” denotes the overall aroma impression of an aroma chemical and is composed of the individual aroma impressions of an aroma chemical
quite	33	30	1.10	0.061	in particular the so-called top-notes of a perfume evaporate quite rapidly
hand	33	27	1.22	0.061	the afore-mentioned compounds were mixed into a standard fabric softener (73 ml dose (vernel)) so that the initial scent intensity of the free compounds floral super and lilial on the one hand and the scent intensity of the respective oxazolidine precursors was similar
mint	33	45	0.73	0.182	the two enantiomers have been reported to have slightly different mint odor tonalities
aforementioned	32	45	0.71	0.062	within the context of the present invention, the aforementioned aroma chemical(s) are accordingly preferably combined with the compound of formula (i) or a mixture of two or more compounds of formula (i), or a stereoisomer thereof or a mixture of stereoisomers thereof, as defined above
chlorine	32	40	0.80	0.156	in embodiments, the water-based and/or water soluble benefit agent is one or more of perfume compositions, perfume raw materials, perfume, skin coolants, vitamins, sunscreens, antioxidants, glycerin, bleach encapsulates, chelating agents, antistatic agents, insect and moth repelling agents, colorant
bleach	32	25	1.28	0.156	in embodiments, the water-based and/or water soluble benefit agent is one or more of perfume compositions, perfume raw materials, perfume, skin coolants, vitamins, sunscreens, antioxidants, glycerin, bleach encapsulates, chelating agents, antistatic agents, insect and moth repelling agents, colorant
deliver	32	28	1.14	0.156	typically, perfumers use top notes to deliver the initial impression of the composition but do not rely on them to contribute much to its overall fragrance profile over time after application
modulating	32	24	1.33	0.344	moreover, this definition is also meant to include compounds that do not necessarily have an odor but are capable of modulating the odor of a perfuming composition, perfumed article or surface and, as a result, of modifying the perception by a user of the odor of such a composition, article or surfa
mixed	32	25	1.28	0.469	complexity of odor notes refers to the presence of multiple and/or mixed but defined odors rather than a single note or a few easily identifiable notes
dominant	32	44	0.73	0.125	in particular, the panelists are asked to score the dominance of the floral character attributable to the volatile fragrance materials on a scale of 0 to 3 wherein 0 represents not detectable and 3 represents it being the dominant character
washing	32	38	0.84	0.125	these fragrances impart a particularly long-lasting impression of freshness to typical washing or cleaning agents and cosmetics
standard	32	20	1.60	0.406	as a rule, the customary standard commercial amounts for aroma chemicals, preferably for scents are used
concise	32	6	5.33	0.938	if both reactions arise upon smelling the substance, in the example thus a nice and concise apple odor, then this substance has particularly advantageous sensory properties
dried	31	65	0.48	0.065	dried down notes: lily of the valley, lemony, musky
aspect	31	34	0.91	0.065	in one aspect, said floral aroma is selected from the group consisting of a lavender-type note, a rose-type note, a lily of the valley type note, a muguet type note, a magnolia type note, a cyclamen type note, a hyacinth type note, a lilac type note, and combinations thereof
eucalyptus	31	57	0.54	0.258	mention will also be made of eucalyptus notes
compared	31	46	0.67	0.065	as shown in the examples below, the microcapsules of the invention provide particularly good delivery system imparting a vanilla odor note of superior intensity compared to encapsulated vanillin or ethyl vanillin
water	31	42	0.74	0.065	applications fr 2 916 347 and fr 2 923 385 also describe mixtures of filters comprising a cinnamate and a dibenzoylmethane to guarantee stability of the colour and odour of a toilet water
user	31	39	0.79	0.097	the fragrances typically mask the odor of the other ingredients, thus giving the user a pleasant impression in terms of odor
nutty	31	43	0.72	0.194	it can preferably be used to impart a long-lasting a flowery and/or a marine and/or a green and/or a sweet note and/or a rubbery note and/or a nutty note and/or a woody note and/or a dusty note and/or a rooty note and/or a lemon note odiferous impression to a surfactant comprising composition
cationic	31	13	2.38	0.355	amphoteric or ampholytic surfactants possess a plurality of functional groups that can ionize in aqueous solution and thereby—depending on the conditions of the medium—lend anionic or cationic character to the compounds (see din 53900, july 1972)
foot	31	116	0.27	0.161	non-limiting examples of body malodor include any type of odor produced by the human body including, but not limited to: axillary (armpit) odor, scalp odor, foot odor and vaginal odor
appealing	31	29	1.07	0.129	other fragrance compositions can have greater intensity and lower perception thresholds but can have less appealing odors
camphoraceous	31	75	0.41	0.065	h1 nmr: 0.86 ppm (d, ˜60% of 6h, j=6.61 hz), 0.91 ppm (d, ˜40% of 6h, j=6.93 hz), 1.28-1.46 ppm (m, 3h+˜60% of 1h), 1.56-1.69 ppm (m, 4h), 1.88-1.91 ppm (m, ˜40% of 1h), 3.93 ppm (s, ˜40% of 4h), 4.03 ppm (s, ˜60% of 4h) the compound was described as having fruity camphoraceous notes
